,CIIU ID CI4,CLAE 3,Descripción CLAE 3,Ramas,Descripción,CNAE ID CNG,CNAE label CNG,CIIU label CI4,labour
501,,465.0,"Venta Al Por Mayor De Máquinas, Equipo Y Materiales Conexos",5152.0,Venta al por mayor de máquinas-herramienta de uso general,466.0,"Comercio atacadista de maquinas, aparelhos e equipamentos, exceto de tecnologias de informacao e comunicacao",,
502,,465.0,"Venta Al Por Mayor De Máquinas, Equipo Y Materiales Conexos",5153.0,"Venta al por mayor de vehículos, equipos y máquinas para el transporte ferroviario, aéreo y de navegación",466.0,"Comercio atacadista de maquinas, aparelhos e equipamentos, exceto de tecnologias de informacao e comunicacao",,
503,,465.0,"Venta Al Por Mayor De Máquinas, Equipo Y Materiales Conexos",5154.0,"Venta al por mayor de muebles e instalaciones para la industria, el comercio y los servicios",466.0,"Comercio atacadista de maquinas, aparelhos e equipamentos, exceto de tecnologias de informacao e comunicacao",,
504,,465.0,"Venta Al Por Mayor De Máquinas, Equipo Y Materiales Conexos",5159.0,"Venta al por mayor de máquinas, equipo y materiales conexos n.c.p.",466.0,"Comercio atacadista de maquinas, aparelhos e equipamentos, exceto de tecnologias de informacao e comunicacao",,
200,4669.0,466.0,Venta Al Por Mayor Especializada,5190.0,Venta al por mayor de mercancías n.c.p.,468.0,Comercio atacadista especializado em outros produtos,Comercio al por mayor de otros productos n.c.p.,0.83
505,,466.0,Venta Al Por Mayor Especializada,5190.0,Venta al por mayor de mercancías n.c.p.,468.0,Comercio atacadista especializado em outros produtos,,
197,4661.0,469.0,Venta Al Por Mayor De Mercancías Ncp,5141.0,"Venta al por mayor de combustibles, incluso gaseosos y productos conexos",467.0,"Comercio atacadista de madeira, ferragens, ferramentas, material eletrico e material de construcao","Comercio al por mayor de combustibles solidos, liquidos, gaseosos y productos conexos",0.06
497,,469.0,Venta Al Por Mayor De Mercancías Ncp,5141.0,"Venta al por mayor de combustibles, incluso gaseosos y productos conexos",467.0,"Comercio atacadista de madeira, ferragens, ferramentas, material eletrico e material de construcao",,
198,4662.0,469.0,Venta Al Por Mayor De Mercancías Ncp,5142.0,Venta al por mayor de metales y minerales metalíferos,467.0,"Comercio atacadista de madeira, ferragens, ferramentas, material eletrico e material de construcao",Comercio al por mayor de metales y productos metaliferos,0.06
498,,469.0,Venta Al Por Mayor De Mercancías Ncp,5142.0,Venta al por mayor de metales y minerales metalíferos,467.0,"Comercio atacadista de madeira, ferragens, ferramentas, material eletrico e material de construcao",,
199,4663.0,469.0,Venta Al Por Mayor De Mercancías Ncp,5143.0,"Venta al por mayor de madera,  materiales de construcción, artículos de ferretería y materiales para plomería e instalaciones de  gas",467.0,"Comercio atacadista de madeira, ferragens, ferramentas, material eletrico e material de construcao","Comercio al por mayor de materiales de construccion, articulos de ferreteria, pinturas, productos de vidrio, equipo y materiales de fontaneria y calefaccion",0.25
686,4664.0,469.0,Venta Al Por Mayor De Mercancías Ncp,5143.0,"Venta al por mayor de madera,  materiales de construcción, artículos de ferretería y materiales para plomería e instalaciones de  gas",467.0,"Comercio atacadista de madeira, ferragens, ferramentas, material eletrico e material de construcao","Comercio al por mayor de productos quimicos basicos, cauchos y plasticos en formas primarias y productos quimicos de uso agropecuario",
687,4665.0,469.0,Venta Al Por Mayor De Mercancías Ncp,5149.0,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos",467.0,"Comercio atacadista de madeira, ferragens, ferramentas, material eletrico e material de construcao","Comercio al por mayor de desperdicios, desechos y chatarra",
201,4690.0,469.0,Venta Al Por Mayor De Mercancías Ncp,5149.0,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos",467.0,"Comercio atacadista de madeira, ferragens, ferramentas, material eletrico e material de construcao",Comercio al por mayor no especializado,3.35
499,,469.0,Venta Al Por Mayor De Mercancías Ncp,5149.0,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos",467.0,"Comercio atacadista de madeira, ferragens, ferramentas, material eletrico e material de construcao",,
202,4711.0,471.0,Venta Al Por Menor En Comercios No Especializados,5211.0,Venta al por menor en comercios no especializados con predominio de productos alimenticios y bebidas ,469.0,Comercio atacadista nao-especializado,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",1.79
506,,471.0,Venta Al Por Menor En Comercios No Especializados,5211.0,Venta al por menor en comercios no especializados con predominio de productos alimenticios y bebidas ,469.0,Comercio atacadista nao-especializado,,
203,4719.0,471.0,Venta Al Por Menor En Comercios No Especializados,5212.0,"Venta al por menor excepto la especializada, sin predominio de productos alimenticios y bebidas",471.0,Comercio varejista nao-especializado,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (viveres en general), bebidas y tabaco",2.66
205,4722.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",5221.0,"Venta al por menor de productos de almacén, fiambrería y dietética",472.0,"Comercio varejista de produtos alimenticios, bebidas e fumo","Comercio al por menor de leche, productos lacteos y huevos, en establecimientos especializados",0.17
507,,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",5221.0,"Venta al por menor de productos de almacén, fiambrería y dietética",472.0,"Comercio varejista de produtos alimenticios, bebidas e fumo",,
688,4723.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",5222.0,Venta al por menor de carnes rojas y productos de granja y de la caza,472.0,"Comercio varejista de produtos alimenticios, bebidas e fumo","Comercio al por menor de carnes (incluye aves de corral), productos carnicos, pescados y productos de mar, en establecimientos especializados",
689,4729.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",5222.0,Venta al por menor de carnes rojas y productos de granja y de la caza,472.0,"Comercio varejista de produtos alimenticios, bebidas e fumo","Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",
508,,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",5222.0,Venta al por menor de carnes rojas y productos de granja y de la caza,472.0,"Comercio varejista de produtos alimenticios, bebidas e fumo",,
204,4721.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",5223.0,"Venta al por menor de frutas, legumbres y hortalizas frescas",472.0,"Comercio varejista de produtos alimenticios, bebidas e fumo",Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,0.27
509,,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",5223.0,"Venta al por menor de frutas, legumbres y hortalizas frescas",472.0,"Comercio varejista de produtos alimenticios, bebidas e fumo",,
510,,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",5224.0,Venta al por menor de pan y productos de panadería y confitería,472.0,"Comercio varejista de produtos alimenticios, bebidas e fumo",,
511,,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",5225.0,Venta al por menor de bebidas,472.0,"Comercio varejista de produtos alimenticios, bebidas e fumo",,
690,4724.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",5229.0,"Venta al por menor de productos  alimenticios n.c.p. y tabaco, en comercios especializados",472.0,"Comercio varejista de produtos alimenticios, bebidas e fumo","Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados",
512,,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",5229.0,"Venta al por menor de productos  alimenticios n.c.p. y tabaco, en comercios especializados",472.0,"Comercio varejista de produtos alimenticios, bebidas e fumo",,
677,4731.0,473.0,Venta Al Por Menor De Combustible Para Vehículos Automotores Y Motocicletas,5050.0,Venta al por menor de combustible para vehículos automotores y motocicletas,473.0,Comercio varejista de combustiveis para veiculos automotores,Comercio al por menor de combustible para automotores,
678,4732.0,473.0,Venta Al Por Menor De Combustible Para Vehículos Automotores Y Motocicletas,5050.0,Venta al por menor de combustible para vehículos automotores y motocicletas,473.0,Comercio varejista de combustiveis para veiculos automotores,"Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehiculos automotores",
207,4741.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5229.0,"Venta al por menor de productos  alimenticios n.c.p. y tabaco, en comercios especializados",,,"Comercio al por menor de computadores, equipos perifericos, programas de informatica y equipos de telecomunicaciones en establecimientos especializados",0.18
691,4742.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5229.0,"Venta al por menor de productos  alimenticios n.c.p. y tabaco, en comercios especializados",,,"Comercio al por menor de equipos y aparatos de sonido y de video, en establecimientos especializados",
513,,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5231.0,"Venta al por menor de productos farmacéuticos, cosméticos, de perfumería, instrumental médico y odontológico y artículos ortopédicos",,,,
208,4751.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5232.0,"Venta al por menor de productos textiles, excepto prendas de vestir",,,Comercio al por menor de productos textiles en establecimientos especializados,0.06
514,,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5232.0,"Venta al por menor de productos textiles, excepto prendas de vestir",,,,
515,,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5233.0,"Venta al por menor de prendas y accesorios de vestir excepto calzado, artículos de marroquinería, paraguas y similares",,,,
516,,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5234.0,"Venta al por menor de calzado excepto el ortopédico, artículos de marroquinería, paraguas y similares",,,,
517,,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5235.0,"Venta al  por menor de muebles, artículos de mimbre y corcho, colchones y somieres, artículos de  iluminación y artefactos para el hogar",,,,
209,4752.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",,,"Comercio al por menor de articulos de ferreteria, pinturas y productos de vidrio en establecimientos especializados",0.25
692,4753.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",,,"Comercio al por menor de tapices, alfombras y cubrimientos para paredes y pisos en establecimientos especializados",
693,4754.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",,,"Comercio al por menor de electrodomesticos y gasodomesticos de uso domestico, muebles y equipos de iluminacion",
694,4755.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",,,Comercio al por menor de articulos y utensilios de uso domestico,
210,4759.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",,,Comercio al por menor de otros articulos domesticos en establecimientos especializados,0.32
518,,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",,,,
519,,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5237.0,"Venta al por menor de artículos de óptica, fotografía, relojería, joyería y fantasía",,,,
211,4761.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5238.0,"Venta al por menor de libros, revistas, diarios, papel, cartón, materiales de embalaje y artículos de librería",,,"Comercio al por menor de libros, periodicos, materiales y articulos de papeleria y escritorio, en establecimientos especializados",0.22
212,4762.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",5238.0,"Venta al por menor de libros, revistas, diarios, papel, cartón, materiales de embalaje y artículos de librería",,,"Comercio al por menor de articulos deportivos, en establecimientos especializados ",0.02
695,4769.0,476.0,Venta Al Por Menor De Bienes Culturales Y Recreativos En Comercios Especializados,5238.0,"Venta al por menor de libros, revistas, diarios, papel, cartón, materiales de embalaje y artículos de librería",,,Comercio al por menor de otros articulos culturales y de entretenimiento n.c.p. en establecimientos especializados,
215,4771.0,476.0,Venta Al Por Menor De Bienes Culturales Y Recreativos En Comercios Especializados,5238.0,"Venta al por menor de libros, revistas, diarios, papel, cartón, materiales de embalaje y artículos de librería",,,Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,0.51
216,4772.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",5239.0,Venta al por menor en comercios especializados n.c.p.,,,Comercio al por menor de todo tipo de calzado y articulos de cuero y sucedaneos del cuero en establecimientos especializados.,0.57
217,4773.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",5239.0,Venta al por menor en comercios especializados n.c.p.,,,"Comercio al por menor de productos farmaceuticos y medicinales, cosmeticos y articulos de tocador en establecimientos especializados",0.65
218,4774.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",5239.0,Venta al por menor en comercios especializados n.c.p.,,,Comercio al por menor de otros productos nuevos en establecimientos especializados,0.03
696,4775.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",5239.0,Venta al por menor en comercios especializados n.c.p.,,,Comercio al por menor de articulos de segunda mano,
219,4781.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",5239.0,Venta al por menor en comercios especializados n.c.p.,,,"Comercio al por menor de alimentos, bebidas y tabaco, en puestos de venta moviles",0.01
697,4782.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",5239.0,Venta al por menor en comercios especializados n.c.p.,,,"Comercio al por menor de productos textiles, prendas de vestir y calzado, en puestos de venta moviles",
698,4789.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",5239.0,Venta al por menor en comercios especializados n.c.p.,,,Comercio al por menor de otros productos en puestos de venta moviles,
220,4791.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",5239.0,Venta al por menor en comercios especializados n.c.p.,,,Comercio al por menor realizado a traves de internet,0.12
699,4792.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",5239.0,Venta al por menor en comercios especializados n.c.p.,,,Comercio al por menor realizado a traves de casas de venta o por correo,
520,,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",5242.0,"Venta al por menor de libros, revistas y similares usados",,,,
221,4799.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",,,,,"Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados.",0.25
521,,478.0,Venta Al Por Menor En Puestos Móviles Y Mercados,5249.0,Venta al por menor de artículos usados n.c.p.,478.0,Comercio varejista de produtos novos nao especificados anteriormente e de produtos usados,,
523,,479.0,"Venta Al Por Menor No Realizada En Comercios, Puestos O Mercados",5251.0,"Venta al por menor  por correo, televisión, internet y otros medios de comunicación",479.0,Comercio ambulante e outros tipos de comercio varejista,,
522,,479.0,"Venta Al Por Menor No Realizada En Comercios, Puestos O Mercados",5259.0,Venta al por menor no realizada en establecimientos  n.c.p.,479.0,Comercio ambulante e outros tipos de comercio varejista,,
222,4911.0,491.0,Servicio De Transporte Ferroviario,6010.0,Servicio de transporte ferroviario,491.0,Transporte ferroviario e metroferroviario,Transporte ferreo de pasajeros,0.02
223,4912.0,491.0,Servicio De Transporte Ferroviario,6010.0,Servicio de transporte ferroviario,491.0,Transporte ferroviario e metroferroviario,Transporte ferreo de carga ,0.02
524,,491.0,Servicio De Transporte Ferroviario,6010.0,Servicio de transporte ferroviario,491.0,Transporte ferroviario e metroferroviario,,
527,,492.0,Servicio De Transporte Automotor,6022.0,Servicio de transporte automotor de pasajeros,492.0,Transporte rodoviario de passageiros,,
226,4923.0,492.0,Servicio De Transporte Automotor,6021.0,Servicio de transporte automotor de cargas,493.0,Transporte rodoviario de carga,Transporte de carga por carretera,1.72
526,,492.0,Servicio De Transporte Automotor,6021.0,Servicio de transporte automotor de cargas,493.0,Transporte rodoviario de carga,,
525,,492.0,Servicio De Transporte Automotor,6010.0,Servicio de transporte ferroviario,,,,
225,4922.0,492.0,Servicio De Transporte Automotor,,,,,Transporte mixto,0.69
528,,493.0,Servicio De Transporte Por Tuberías,6030.0,Servicio de transporte por tuberías,494.0,Transporte dutoviario,,
227,4930.0,493.0,Servicio De Transporte Por Tuberías,,,,,Transporte por tuberias,0.0
228,5011.0,501.0,Servicio De Transporte Marítimo,6110.0,Servicio de transporte marítimo ,501.0,Transporte maritimo de cabotagem e longo curso,Transporte de pasajeros maritimo y de cabotaje ,0.08
715,5012.0,501.0,Servicio De Transporte Marítimo,6110.0,Servicio de transporte marítimo ,501.0,Transporte maritimo de cabotagem e longo curso,Transporte de carga maritimo y de cabotaje ,
529,,501.0,Servicio De Transporte Marítimo,6110.0,Servicio de transporte marítimo ,501.0,Transporte maritimo de cabotagem e longo curso,,
229,5021.0,502.0,Servicio De Transporte Fluvial Y Lacustre,6120.0,Servicio de transporte fluvial,502.0,Transporte por navegacao interior,Transporte fluvial de pasajeros,0.01
230,5022.0,502.0,Servicio De Transporte Fluvial Y Lacustre,6120.0,Servicio de transporte fluvial,502.0,Transporte por navegacao interior,Transporte fluvial de carga,0.0
530,,502.0,Servicio De Transporte Fluvial Y Lacustre,6120.0,Servicio de transporte fluvial,502.0,Transporte por navegacao interior,,
718,5111.0,511.0,Servicio De Transporte Aéreo De Pasajeros,6200.0,Servicio de transporte aéreo de carga y de pasajeros,511.0,Transporte aereo de passageiros,Transporte aereo nacional de pasajeros ,
719,5112.0,511.0,Servicio De Transporte Aéreo De Pasajeros,6200.0,Servicio de transporte aéreo de carga y de pasajeros,511.0,Transporte aereo de passageiros,Transporte aereo internacional de pasajeros ,
717,5122.0,512.0,Servicio De Transporte Aéreo De Cargas,6200.0,Servicio de transporte aéreo de carga y de pasajeros,512.0,Transporte aereo de carga,Transporte aereo internacional de carga ,
531,,512.0,Servicio De Transporte Aéreo De Cargas,6200.0,Servicio de transporte aéreo de carga y de pasajeros,512.0,Transporte aereo de carga,,
716,5121.0,512.0,Servicio De Transporte Aéreo De Cargas,,,,,Transporte aereo nacional de carga ,
236,5224.0,521.0,Servicios De Manipulación De Cargas,6310.0,Servicios de manipulación de carga,521.0,"Armazenamento, carga e descarga",Manipulacion de carga,0.13
532,,521.0,Servicios De Manipulación De Cargas,6310.0,Servicios de manipulación de carga,521.0,"Armazenamento, carga e descarga",,
233,5210.0,522.0,Servicios De Almacenamiento Y Depósito,6320.0,Servicios de almacenamiento y depósito,521.0,"Armazenamento, carga e descarga",Almacenamiento y deposito,0.3
533,,522.0,Servicios De Almacenamiento Y Depósito,6320.0,Servicios de almacenamiento y depósito,521.0,"Armazenamento, carga e descarga",,
538,,523.0,Servicios De Gestión Y Logística Para El Transporte De Mercaderías,6350.0,Servicios de gestión y logística para el transporte de mercaderías,525.0,Atividades relacionadas a organizacao do transporte de carga,,
234,5221.0,524.0,Servicios Complementarios Para El Transporte,6331.0,Servicios complementarios para el transporte terrestre,522.0,Atividades auxiliares dos transportes terrestres,"Actividades de estaciones, vias y servicios complementarios para el transporte terrestre",0.4
534,,524.0,Servicios Complementarios Para El Transporte,6331.0,Servicios complementarios para el transporte terrestre,522.0,Atividades auxiliares dos transportes terrestres,,
235,5222.0,524.0,Servicios Complementarios Para El Transporte,6332.0,Servicios complementarios para el transporte por agua,523.0,Atividades auxiliares dos transportes aquaviarios,Actividades de puertos y servicios complementarios para el transporte acuatico,0.09
535,,524.0,Servicios Complementarios Para El Transporte,6332.0,Servicios complementarios para el transporte por agua,523.0,Atividades auxiliares dos transportes aquaviarios,,
720,5223.0,524.0,Servicios Complementarios Para El Transporte,6333.0,Servicios complementarios para el transporte aéreo,524.0,Atividades auxiliares dos transportes aereos,"Actividades de aeropuertos, servicios de navegacion aerea y demas actividades conexas al transporte aereo",
536,,524.0,Servicios Complementarios Para El Transporte,6333.0,Servicios complementarios para el transporte aéreo,524.0,Atividades auxiliares dos transportes aereos,,
237,5229.0,524.0,Servicios Complementarios Para El Transporte,,,,,Otras actividades complementarias al transporte,0.1
238,5310.0,530.0,Servicios De Correos Y Mensajerías,6410.0,Servicios de correos,531.0,Atividades de correio,Actividades postales nacionales,0.03
239,5320.0,530.0,Servicios De Correos Y Mensajerías,6410.0,Servicios de correos,531.0,Atividades de correio,Actividades de mensajeria,0.02
539,,530.0,Servicios De Correos Y Mensajerías,6410.0,Servicios de correos,531.0,Atividades de correio,,
706,5519.0,551.0,"Servicios De Alojamiento, Excepto En Camping",5512.0,Servicios de alojamiento excepto en camping,551.0,Hoteis e similares,Otros tipos de alojamientos para visitantes,
707,5520.0,551.0,"Servicios De Alojamiento, Excepto En Camping",5512.0,Servicios de alojamiento excepto en camping,551.0,Hoteis e similares,Actividades de zonas de camping y parques para vehiculos recreacionales,
708,5530.0,551.0,"Servicios De Alojamiento, Excepto En Camping",5512.0,Servicios de alojamiento excepto en camping,551.0,Hoteis e similares,Servicio por horas ,
709,5590.0,551.0,"Servicios De Alojamiento, Excepto En Camping",5512.0,Servicios de alojamiento excepto en camping,551.0,Hoteis e similares,Otros tipos de alojamiento n.c.p.,
704,5513.0,552.0,Servicios De Alojamiento En Campings,5511.0,Servicios de alojamiento en camping,559.0,Outros tipos de alojamento nao especificados anteriormente,Alojamiento en centros vacacionales ,
705,5514.0,552.0,Servicios De Alojamiento En Campings,5511.0,Servicios de alojamiento en camping,559.0,Outros tipos de alojamento nao especificados anteriormente,Alojamiento rural,
710,5611.0,561.0,Servicios De Expendio De Comidas Y Bebidas,5521.0,"Servicios de expendio de comidas y bebidas en restaurantes, bares y otros establecimientos con servicio de mesa y/o en mostrador excepto en heladerías",561.0,Restaurantes e outros servicos de alimentacao e bebidas,Expendio a la mesa de comidas preparadas,
711,5612.0,561.0,Servicios De Expendio De Comidas Y Bebidas,5521.0,"Servicios de expendio de comidas y bebidas en restaurantes, bares y otros establecimientos con servicio de mesa y/o en mostrador excepto en heladerías",561.0,Restaurantes e outros servicos de alimentacao e bebidas,Expendio por autoservicio de comidas preparadas,
712,5613.0,561.0,Servicios De Expendio De Comidas Y Bebidas,5521.0,"Servicios de expendio de comidas y bebidas en restaurantes, bares y otros establecimientos con servicio de mesa y/o en mostrador excepto en heladerías",561.0,Restaurantes e outros servicos de alimentacao e bebidas,Expendio de comidas preparadas en cafeterias,
713,5619.0,562.0,Servicios De Preparación De Comidas Para Empresas Y  Servicios De Comidas Ncp,5522.0,Preparación y venta de comidas para llevar,562.0,"Servicos de catering, bufe e outros servicos de comida preparada",Otros tipos de expendio de comidas preparadas n.c.p.,
242,5621.0,562.0,Servicios De Preparación De Comidas Para Empresas Y  Servicios De Comidas Ncp,5522.0,Preparación y venta de comidas para llevar,562.0,"Servicos de catering, bufe e outros servicos de comida preparada",Catering para eventos,0.39
243,5629.0,562.0,Servicios De Preparación De Comidas Para Empresas Y  Servicios De Comidas Ncp,5522.0,Preparación y venta de comidas para llevar,562.0,"Servicos de catering, bufe e outros servicos de comida preparada",Actividades de otros servicios de comidas,0.47
714,5630.0,562.0,Servicios De Preparación De Comidas Para Empresas Y  Servicios De Comidas Ncp,5522.0,Preparación y venta de comidas para llevar,562.0,"Servicos de catering, bufe e outros servicos de comida preparada",Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,
244,5811.0,581.0,Edición,2211.0,"Edición de libros, folletos, partituras y otras publicaciones",581.0,"Edicao de livros, jornais, revistas e outras atividades de edicao",Edicion de libros,0.2
722,5812.0,581.0,Edición,2211.0,"Edición de libros, folletos, partituras y otras publicaciones",581.0,"Edicao de livros, jornais, revistas e outras atividades de edicao",Edicion de directorios y listas de correo,
245,5813.0,581.0,Edición,2212.0,"Edición de periódicos, revistas y publicaciones periódicas",581.0,"Edicao de livros, jornais, revistas e outras atividades de edicao","Edicion de periodicos, revistas y otras publicaciones periodicas",0.29
540,,581.0,Edición,2212.0,"Edición de periódicos, revistas y publicaciones periódicas",581.0,"Edicao de livros, jornais, revistas e outras atividades de edicao",,
247,5911.0,591.0,Servicios De Cinematografía,9211.0,Producción y distribución de filmes y videocintas,591.0,"Atividades cinematograficas, producao de videos e de programas de televisao","Actividades de produccion de peliculas cinematograficas, videos, programas, anuncios y comerciales de television",0.06
723,5912.0,591.0,Servicios De Cinematografía,9211.0,Producción y distribución de filmes y videocintas,591.0,"Atividades cinematograficas, producao de videos e de programas de televisao","Actividades de posproduccion de peliculas cinematograficas, videos, programas, anuncios y comerciales de television",
248,5913.0,591.0,Servicios De Cinematografía,9211.0,Producción y distribución de filmes y videocintas,591.0,"Atividades cinematograficas, producao de videos e de programas de televisao","Actividades de distribucion de peliculas cinematograficas, videos, programas, anuncios y comerciales de television",0.01
249,5914.0,591.0,Servicios De Cinematografía,9212.0,Exhibición de filmes y videocintas,591.0,"Atividades cinematograficas, producao de videos e de programas de televisao",Actividades de exhibicion de peliculas cinematograficas y videos,0.01
544,,591.0,Servicios De Cinematografía,9212.0,Exhibición de filmes y videocintas,591.0,"Atividades cinematograficas, producao de videos e de programas de televisao",,
545,,591.0,Servicios De Cinematografía,9213.0,Servicios de radio y televisión ,,,,
541,,592.0,Servicios De Grabación De Sonido Y Edición De Música,2213.0,Edición de grabaciones,592.0,Atividades de gravacao de som e de edicao de musica,,
246,5819.0,592.0,Servicios De Grabación De Sonido Y Edición De Música,2219.0,Edición n.c.p.,592.0,Atividades de gravacao de som e de edicao de musica,Otros trabajos de edicion,0.07
251,6010.0,601.0,Emisión Y Retransmisión De Radio,6420.0,Servicios de telecomunicaciones,,,Actividades de programacion y transmision en el servicio de radiodifusion sonora,0.01
546,,601.0,Emisión Y Retransmisión De Radio,6420.0,Servicios de telecomunicaciones,,,,
252,6020.0,602.0,Servicios De Televisión,6420.0,Servicios de telecomunicaciones,,,Actividades de programacion y transmision de television,0.12
547,,602.0,Servicios De Televisión,6420.0,Servicios de telecomunicaciones,,,,
253,6110.0,611.0,Servicios De Telefonía Fija,6420.0,Servicios de telecomunicaciones,611.0,Telecomunicacoes por fio,Actividades de telecomunicaciones alambricas,0.02
548,,611.0,Servicios De Telefonía Fija,6420.0,Servicios de telecomunicaciones,611.0,Telecomunicacoes por fio,,
254,6120.0,612.0,Servicios De Telefonía Móvil,6420.0,Servicios de telecomunicaciones,612.0,Telecomunicacoes sem fio,Actividades de telecomunicaciones inalambricas,0.06
